Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List,Preparation_Steps,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R3956,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,72,Easy,U373,Vegan,5,Feedback 3956,2024-03-12,Spring,Lunch,5,401,Soy,11.11,97,No
R3957,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,85,Hard,U832,Vegetarian,5,Feedback 3957,2024-06-23,Spring,Casual,3,471,Dairy,6.07,491,No
R3958,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,90,Hard,U246,Vegetarian,3,Feedback 3958,2024-05-06,Spring,Casual,3,469,Dairy,9.39,297,Yes
R3959,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,87,Easy,U760,Vegan,3,Feedback 3959,2024-12-27,Fall,Casual,3,498,Soy,7.58,213,Yes
R3960,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,77,Easy,U690,Vegan,2,Feedback 3960,2024-11-23,Spring,Party,6,409,Soy,7.31,244,Yes
R3961,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,39,Hard,U838,Vegetarian,1,Feedback 3961,2024-10-14,Winter,Lunch,5,312,Dairy,8.64,109,No
R3962,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,31,Medium,U949,Gluten-Free,2,Feedback 3962,2024-01-27,Summer,Party,4,553,None,10.83,333,Yes
R3963,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,42,Easy,U782,Vegan,1,Feedback 3963,2024-10-20,Fall,Casual,5,670,Soy,5.73,218,No
R3964,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,77,Easy,U356,Vegan,4,Feedback 3964,2024-09-19,Fall,Party,1,482,Soy,9.52,98,Yes
R3965,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,17,Hard,U146,Vegetarian,2,Feedback 3965,2024-11-27,Summer,Lunch,5,281,Dairy,13.65,348,Yes
R3966,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,84,Hard,U275,Vegetarian,3,Feedback 3966,2024-04-27,Fall,Lunch,1,421,Dairy,7.49,359,Yes
R3967,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,40,Medium,U134,Gluten-Free,3,Feedback 3967,2024-07-20,Winter,Lunch,5,496,None,9.31,204,No
R3968,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,57,Easy,U422,Vegan,4,Feedback 3968,2024-04-24,Spring,Dinner,3,202,Soy,7.64,122,Yes
R3969,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,32,Medium,U477,Gluten-Free,5,Feedback 3969,2024-03-23,Spring,Casual,5,720,None,7.78,375,No
R3970,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,21,Hard,U676,Vegetarian,5,Feedback 3970,2024-07-29,Spring,Party,3,325,Dairy,17.71,119,Yes
R3971,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,49,Easy,U801,None,4,Feedback 3971,2024-12-22,Spring,Lunch,3,578,Gluten,15.92,283,Yes
R3972,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,87,Medium,U472,None,2,Feedback 3972,2024-08-23,Spring,Dinner,2,554,None,19.34,53,Yes
R3973,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,35,Easy,U932,None,5,Feedback 3973,2024-06-24,Winter,Casual,3,384,Gluten,11.42,342,Yes
R3974,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,68,Hard,U702,Vegetarian,3,Feedback 3974,2024-07-26,Winter,Party,2,246,Dairy,19.43,404,No
R3975,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,24,Easy,U344,None,1,Feedback 3975,2024-08-14,Summer,Dinner,1,279,Gluten,12.61,485,No
R3976,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,53,Easy,U147,Vegan,1,Feedback 3976,2024-11-03,Summer,Casual,5,670,Soy,18.74,171,No
R3977,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,90,Easy,U474,None,1,Feedback 3977,2024-11-07,Winter,Dinner,4,273,Gluten,10.09,345,Yes
R3978,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,19,Medium,U725,Gluten-Free,1,Feedback 3978,2024-11-05,Winter,Lunch,3,741,None,5.86,112,No
R3979,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,23,Easy,U238,Vegan,1,Feedback 3979,2024-12-12,Fall,Casual,1,260,Soy,6.04,287,No
R3980,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,22,Medium,U421,Gluten-Free,3,Feedback 3980,2024-03-02,Fall,Dinner,4,764,None,7.88,174,Yes
R3981,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,40,Medium,U313,None,1,Feedback 3981,2024-06-07,Winter,Lunch,1,795,None,5.92,480,No
R3982,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,60,Medium,U341,Gluten-Free,2,Feedback 3982,2024-05-14,Fall,Lunch,1,302,None,10.2,153,Yes
R3983,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,79,Medium,U438,None,2,Feedback 3983,2024-04-03,Winter,Party,5,320,None,11.13,389,Yes
R3984,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,43,Easy,U237,Vegan,3,Feedback 3984,2024-11-08,Summer,Lunch,6,556,Soy,10.67,318,Yes
R3985,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,25,Easy,U777,Vegan,1,Feedback 3985,2024-01-26,Winter,Casual,1,258,Soy,16.7,69,No
R3986,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,85,Easy,U806,Vegan,4,Feedback 3986,2024-10-25,Summer,Lunch,4,749,Soy,10.3,274,Yes
R3987,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,32,Hard,U293,Vegetarian,5,Feedback 3987,2024-02-12,Winter,Party,6,636,Dairy,7.88,461,Yes
R3988,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,38,Hard,U778,Vegetarian,2,Feedback 3988,2024-03-28,Fall,Casual,5,264,Dairy,19.46,449,No
R3989,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,56,Medium,U520,Gluten-Free,5,Feedback 3989,2024-12-25,Winter,Dinner,1,209,None,10.65,82,No
R3990,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,57,Hard,U290,Vegetarian,1,Feedback 3990,2024-02-16,Winter,Party,1,585,Dairy,8.74,119,Yes
R3991,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,16,Medium,U584,None,4,Feedback 3991,2024-09-08,Winter,Casual,5,356,None,17.86,456,No
R3992,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,27,Medium,U385,None,4,Feedback 3992,2024-06-14,Winter,Lunch,3,398,None,13.35,54,No
R3993,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,45,Medium,U523,Gluten-Free,1,Feedback 3993,2024-09-18,Fall,Casual,1,600,None,16.44,248,Yes
R3994,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,63,Easy,U203,None,5,Feedback 3994,2024-02-06,Summer,Lunch,3,606,Gluten,12.53,68,Yes
R3995,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,69,Hard,U736,Vegetarian,5,Feedback 3995,2024-08-11,Winter,Dinner,4,778,Dairy,18.14,66,Yes
R3996,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,58,Easy,U188,Vegan,3,Feedback 3996,2024-06-14,Summer,Dinner,6,551,Soy,15.82,121,Yes
R3997,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,75,Hard,U135,Vegetarian,4,Feedback 3997,2024-11-15,Spring,Party,6,576,Dairy,9.21,335,No
R3998,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,90,Easy,U361,Vegan,1,Feedback 3998,2024-02-10,Spring,Party,3,560,Soy,18.93,414,No
R3999,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,55,Medium,U490,None,5,Feedback 3999,2024-02-24,Summer,Lunch,4,317,None,17.39,327,No
R4000,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,83,Hard,U927,Vegetarian,5,Feedback 4000,2024-01-23,Winter,Casual,5,326,Dairy,17.64,393,No
R4001,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,39,Easy,U142,None,3,Feedback 4001,2024-03-04,Winter,Lunch,5,648,Gluten,7.5,355,Yes
R4002,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,26,Medium,U591,Gluten-Free,4,Feedback 4002,2024-11-04,Spring,Party,3,253,None,14.95,219,No
R4003,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,89,Easy,U414,None,1,Feedback 4003,2024-10-11,Fall,Dinner,5,521,Gluten,11.34,378,No
R4004,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,64,Easy,U557,Vegan,2,Feedback 4004,2024-09-21,Summer,Dinner,5,796,Soy,19.57,478,No
R4005,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,89,Easy,U742,None,5,Feedback 4005,2024-11-09,Spring,Party,3,688,Gluten,7.68,295,No
R4006,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,74,Medium,U739,None,1,Feedback 4006,2024-03-07,Spring,Lunch,5,342,None,15.35,442,No
R4007,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,37,Easy,U363,None,3,Feedback 4007,2024-10-09,Summer,Lunch,2,588,Gluten,18.09,377,No
R4008,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,46,Easy,U290,Vegan,1,Feedback 4008,2024-11-28,Fall,Party,5,223,Soy,7.25,225,No
R4009,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,63,Medium,U888,Gluten-Free,4,Feedback 4009,2024-02-19,Winter,Lunch,3,256,None,18.43,71,Yes
R4010,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,84,Easy,U833,Vegan,2,Feedback 4010,2024-12-16,Winter,Dinner,3,769,Soy,6.93,443,No
R4011,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,41,Hard,U970,Vegetarian,1,Feedback 4011,2024-10-30,Winter,Lunch,4,422,Dairy,19.93,381,No
R4012,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,18,Medium,U716,None,5,Feedback 4012,2024-07-21,Winter,Dinner,6,693,None,15.31,300,No
R4013,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,68,Easy,U378,None,2,Feedback 4013,2024-09-13,Summer,Lunch,5,799,Gluten,8.49,473,Yes
R4014,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,57,Easy,U825,Vegan,2,Feedback 4014,2024-07-28,Fall,Lunch,6,426,Soy,16.62,183,No
R4015,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,38,Hard,U890,Vegetarian,2,Feedback 4015,2024-06-19,Winter,Casual,1,283,Dairy,9.14,135,No
R4016,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,40,Hard,U768,Vegetarian,4,Feedback 4016,2024-04-08,Fall,Casual,6,200,Dairy,19.74,242,No
R4017,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,44,Hard,U211,Vegetarian,5,Feedback 4017,2024-04-22,Winter,Casual,2,619,Dairy,13.72,89,Yes
R4018,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,58,Medium,U704,None,5,Feedback 4018,2024-08-29,Summer,Dinner,1,406,None,9.63,67,No
R4019,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,90,Easy,U936,None,3,Feedback 4019,2024-06-20,Fall,Dinner,6,299,Gluten,15.74,407,Yes
R4020,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,73,Easy,U533,None,4,Feedback 4020,2024-10-29,Spring,Dinner,4,727,Gluten,9.07,436,Yes
R4021,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,28,Medium,U713,None,5,Feedback 4021,2024-07-24,Summer,Dinner,4,334,None,12.27,345,Yes
R4022,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,27,Medium,U302,None,4,Feedback 4022,2024-08-14,Summer,Party,6,257,None,6.21,262,Yes
R4023,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,33,Medium,U438,Gluten-Free,1,Feedback 4023,2024-04-17,Spring,Party,1,773,None,16.52,244,Yes
R4024,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,44,Easy,U281,Vegan,2,Feedback 4024,2024-02-18,Winter,Dinner,4,401,Soy,16.02,442,Yes
R4025,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,90,Medium,U628,None,2,Feedback 4025,2024-11-30,Winter,Lunch,2,337,None,14.87,370,Yes
R4026,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,18,Medium,U484,None,2,Feedback 4026,2024-03-12,Summer,Dinner,4,767,None,17.44,112,Yes
R4027,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,48,Medium,U112,None,1,Feedback 4027,2024-07-07,Fall,Lunch,5,414,None,8.3,163,No
R4028,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,35,Medium,U507,Gluten-Free,5,Feedback 4028,2024-07-30,Fall,Casual,6,358,None,19.62,143,No
R4029,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,16,Hard,U626,Vegetarian,3,Feedback 4029,2024-09-02,Fall,Dinner,6,450,Dairy,18.31,164,No
R4030,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,59,Hard,U231,Vegetarian,5,Feedback 4030,2024-11-02,Winter,Party,4,757,Dairy,12.79,307,No
R4031,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,79,Hard,U404,Vegetarian,3,Feedback 4031,2024-12-12,Summer,Lunch,2,676,Dairy,10.5,293,No
R4032,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,59,Hard,U195,Vegetarian,5,Feedback 4032,2024-12-11,Fall,Party,3,438,Dairy,15.01,218,No
R4033,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,88,Easy,U213,None,2,Feedback 4033,2024-10-22,Summer,Lunch,4,706,Gluten,11.51,479,Yes
R4034,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,86,Hard,U322,Vegetarian,5,Feedback 4034,2024-08-04,Spring,Party,2,348,Dairy,16.0,126,No
R4035,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,47,Medium,U132,Gluten-Free,4,Feedback 4035,2024-03-27,Fall,Party,3,688,None,16.73,335,Yes
R4036,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,87,Medium,U623,None,2,Feedback 4036,2024-12-04,Summer,Lunch,3,387,None,14.99,291,Yes
R4037,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,33,Easy,U989,None,4,Feedback 4037,2024-11-12,Fall,Casual,4,638,Gluten,8.2,328,Yes
R4038,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,21,Medium,U893,Gluten-Free,3,Feedback 4038,2024-04-18,Spring,Dinner,4,731,None,17.18,480,No
R4039,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,79,Hard,U283,Vegetarian,3,Feedback 4039,2024-10-25,Winter,Lunch,5,524,Dairy,19.23,271,Yes
R4040,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,44,Medium,U642,None,2,Feedback 4040,2024-11-12,Spring,Lunch,6,701,None,12.29,396,No
R4041,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,49,Medium,U864,Gluten-Free,5,Feedback 4041,2024-12-14,Spring,Dinner,3,214,None,15.54,496,No
R4042,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,76,Easy,U442,None,5,Feedback 4042,2024-08-28,Summer,Casual,2,614,Gluten,11.07,248,Yes
R4043,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,61,Hard,U212,Vegetarian,1,Feedback 4043,2024-10-26,Summer,Party,5,252,Dairy,11.65,496,Yes
R4044,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,32,Hard,U440,Vegetarian,2,Feedback 4044,2024-12-31,Spring,Party,4,339,Dairy,19.42,284,Yes
R4045,Vegetable Stir Fry,Chinese,"Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic",Chop veggies; Stir-fry; Add sauce; Serve.,81,Easy,U122,Vegan,3,Feedback 4045,2024-07-04,Winter,Lunch,4,376,Soy,13.98,437,No
R4046,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,81,Hard,U912,Vegetarian,5,Feedback 4046,2024-03-19,Fall,Casual,3,356,Dairy,6.38,490,Yes
R4047,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,58,Easy,U510,None,5,Feedback 4047,2024-04-08,Fall,Dinner,3,358,Gluten,5.79,396,Yes
R4048,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,26,Hard,U724,Vegetarian,4,Feedback 4048,2024-09-27,Fall,Casual,3,203,Dairy,13.72,124,Yes
R4049,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,84,Hard,U954,Vegetarian,5,Feedback 4049,2024-02-16,Fall,Party,4,547,Dairy,19.45,177,No
R4050,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,58,Hard,U289,Vegetarian,1,Feedback 4050,2024-02-19,Fall,Lunch,1,303,Dairy,19.32,403,No
R4051,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,25,Hard,U556,Vegetarian,3,Feedback 4051,2024-02-15,Spring,Casual,3,512,Dairy,12.42,407,Yes
R4052,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,37,Medium,U957,None,5,Feedback 4052,2024-03-09,Fall,Dinner,6,592,None,18.84,140,Yes
R4053,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,39,Medium,U439,Gluten-Free,4,Feedback 4053,2024-11-06,Spring,Lunch,6,485,None,10.98,226,Yes
R4054,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,83,Medium,U700,Gluten-Free,4,Feedback 4054,2024-12-23,Summer,Casual,1,652,None,19.83,121,No
R4055,Spaghetti Bolognese,Italian,"Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic",Boil pasta; Cook beef; Add sauce; Combine.,47,Easy,U547,None,5,Feedback 4055,2024-10-02,Fall,Party,5,745,Gluten,18.16,490,No
R4056,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,32,Medium,U257,Gluten-Free,5,Feedback 4056,2024-04-23,Summer,Dinner,6,225,None,7.09,391,No
R4057,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,85,Medium,U619,None,2,Feedback 4057,2024-09-10,Fall,Dinner,1,214,None,10.52,240,Yes
R4058,Beef Tacos,Mexican,"Beef, Taco Shells, Lettuce, Cheese, Tomato",Cook beef; Prepare toppings; Assemble tacos.,33,Medium,U436,None,1,Feedback 4058,2024-03-22,Summer,Party,6,690,None,5.74,199,No
R4059,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,79,Hard,U900,Vegetarian,2,Feedback 4059,2024-06-01,Summer,Party,4,516,Dairy,14.24,398,Yes
R4060,Margherita Pizza,Italian,"Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil",Prepare dough; Add toppings; Bake pizza.,54,Hard,U388,Vegetarian,3,Feedback 4060,2024-09-06,Summer,Dinner,4,618,Dairy,7.41,226,No
R4061,Chicken Curry,Indian,"Chicken, Curry Powder, Coconut Milk, Onion, Garlic",Cook chicken; Add spices; Pour coconut milk; Simmer.,26,Medium,U417,Gluten-Free,2,Feedback 4061,2024-04-25,Winter,Casual,4,514,None,12.65,175,No
